design_id,length_mm,width_mm,height_mm,frontal_area_mm2,roof_height_mm,rear_slant_deg,windshield_deg,cabin_length_frac,n_vertices,cd,config
F_D_WM_WW_0578,5070.7,2030.6,1570.7,3189330.0,1570.7,13.8,7.8,0.532,1251342,0.2831016517459895,F_D_WM_WW
F_D_WM_WW_0579,4792.3,2018.8,1514.6,3057562.0,1514.6,11.2,7.0,0.497,1251342,0.2556504592965285,F_D_WM_WW
F_D_WM_WW_0580,4742.9,2040.4,1379.5,2814809.0,1379.5,11.2,9.1,0.608,1251342,0.2784563660794558,F_D_WM_WW
F_D_WM_WW_0581,4943.2,2021.7,1545.1,3123712.0,1545.1,12.6,7.8,0.503,1251342,0.2649840488953762,F_D_WM_WW
F_D_WM_WW_0582,5107.7,2027.4,1592.3,3228275.0,1592.3,14.8,8.0,0.564,1251342,0.2853906806947013,F_D_WM_WW
F_D_WM_WW_0583,5014.4,2030.4,1548.7,3144535.0,1548.7,13.8,8.3,0.575,1251342,0.2699107508711358,F_D_WM_WW
F_D_WM_WW_0584,5111.5,2042.1,1528.2,3120640.0,1528.2,14.7,8.2,0.583,1251342,0.2825656585757164,F_D_WM_WW
F_D_WM_WW_0585,5193.7,2015.6,1742.6,3512418.0,1742.6,13.2,7.8,0.476,1251342,0.284296770892769,F_D_WM_WW
F_D_WM_WW_0586,5121.2,2036.4,1557.9,3172493.0,1557.9,14.2,7.6,0.559,1251342,0.2914723524147935,F_D_WM_WW
F_D_WM_WW_0587,5056.8,2028.5,1583.0,3211076.0,1583.0,14.6,8.1,0.533,1251342,0.27596356026641,F_D_WM_WW
F_D_WM_WW_0588,4781.4,2025.6,1466.0,2969540.0,1466.0,10.9,7.7,0.53,1251342,0.2616959145762237,F_D_WM_WW
F_D_WM_WW_0589,5012.0,2035.4,1516.9,3087336.0,1516.9,15.1,8.0,0.586,1251342,0.2695031514645664,F_D_WM_WW
F_D_WM_WW_0590,5132.1,2025.0,1673.9,3389658.0,1673.9,13.9,7.3,0.518,1251342,0.2773841933681047,F_D_WM_WW
F_D_WM_WW_0591,4764.1,2016.0,1550.5,3125768.0,1550.5,10.4,6.6,0.482,1251342,0.2668544117398194,F_D_WM_WW
F_D_WM_WW_0592,5114.8,2026.0,1625.0,3292372.0,1625.0,14.3,8.0,0.521,1251342,0.2741937525426333,F_D_WM_WW
F_D_WM_WW_0593,4824.9,2014.3,1551.5,3125068.0,1551.5,10.4,6.7,0.474,1251342,0.2724284807056805,F_D_WM_WW
F_D_WM_WW_0594,5131.9,2031.2,1594.0,3237765.0,1594.0,13.9,7.4,0.569,1251342,0.2838716572343633,F_D_WM_WW
F_D_WM_WW_0595,4996.0,2029.9,1540.0,3125952.0,1540.0,13.3,8.7,0.57,1251342,0.2755259674576844,F_D_WM_WW
F_D_WM_WW_0596,4922.8,2033.3,1415.5,2878024.0,1415.5,11.9,8.9,0.576,1251342,0.2722551577456449,F_D_WM_WW
F_D_WM_WW_0597,4890.4,2025.9,1495.2,3029144.0,1495.2,12.9,8.2,0.526,1251342,0.2510330951052621,F_D_WM_WW
F_D_WM_WW_0598,5161.9,2039.5,1564.9,3191620.0,1564.9,14.4,7.7,0.569,1251342,0.2923511160480062,F_D_WM_WW
F_D_WM_WW_0599,5018.8,2033.1,1531.8,3114183.0,1531.8,13.7,7.9,0.581,1251342,0.2755038516894242,F_D_WM_WW
F_D_WM_WW_0600,4930.1,2023.1,1526.0,3087338.0,1526.0,12.6,7.8,0.507,1251342,0.2629656272462116,F_D_WM_WW
F_D_WM_WW_0601,4926.4,2042.3,1368.8,2795520.0,1368.8,12.7,9.2,0.593,1251342,0.2762673120298345,F_D_WM_WW
F_D_WM_WW_0602,5019.7,2037.6,1495.5,3047287.0,1495.5,14.3,7.7,0.583,1251342,0.2791918501032428,F_D_WM_WW
F_D_WM_WW_0604,4785.6,2042.4,1369.8,2797729.0,1369.8,11.5,9.1,0.614,1251342,0.2728113150384373,F_D_WM_WW
F_D_WM_WW_0605,4748.5,2022.4,1488.3,3010044.0,1488.3,10.0,7.5,0.521,1251342,0.2725745177350606,F_D_WM_WW
F_D_WM_WW_0606,4792.7,2028.9,1444.6,2930914.0,1444.6,11.0,8.1,0.53,1251342,0.265196760397818,F_D_WM_WW
F_D_WM_WW_0607,5135.5,2036.4,1547.3,3151000.0,1547.3,15.1,7.3,0.577,1251342,0.3033939137211277,F_D_WM_WW
F_S_WWC_WM_0378,4770.3,982.8,1222.0,1201019.0,1222.0,7.2,4.8,0.513,1527330,0.2587522192691029,F_S_WWC_WM
F_S_WWC_WM_0379,4941.5,942.4,1325.4,1248991.0,1323.5,11.3,3.0,0.493,1527330,0.2268730353122923,F_S_WWC_WM
F_S_WWC_WM_0380,4630.1,1031.3,1253.8,1293120.0,1253.8,10.8,4.0,0.51,1527330,0.2737261951461794,F_S_WWC_WM
F_S_WWC_WM_0381,4771.1,1111.9,1342.1,1492288.0,1342.1,13.9,0.1,0.478,1527330,0.2780284025215947,F_S_WWC_WM
F_S_WWC_WM_0382,4898.4,1037.0,1347.1,1396869.0,1347.1,13.2,0.0,0.457,1527330,0.2497207103588039,F_S_WWC_WM
F_S_WWC_WM_0383,4756.1,1145.1,1306.7,1496274.0,1306.7,14.0,5.2,0.503,1527330,0.2827940668172757,F_S_WWC_WM
F_S_WWC_WM_0384,4780.3,1064.1,1341.4,1427332.0,1341.4,14.0,0.0,0.482,1527330,0.2625106893521595,F_S_WWC_WM
F_S_WWC_WM_0385,4556.1,1017.3,1214.3,1235232.0,1214.3,8.4,5.4,0.544,1527330,0.2341549179966777,F_S_WWC_WM
F_S_WWC_WM_0386,4800.9,1096.6,1227.8,1346484.0,1227.8,9.3,4.7,0.53,1527330,0.2137176402624584,F_S_WWC_WM
F_S_WWC_WM_0387,4822.7,994.9,1298.6,1292078.0,1298.6,12.3,5.4,0.482,1527330,0.250580365744186,F_S_WWC_WM
F_S_WWC_WM_0388,4693.1,1119.3,1304.3,1459926.0,1304.3,13.7,5.1,0.487,1527330,0.2496429674152823,F_S_WWC_WM
F_S_WWC_WM_0389,4472.6,991.2,1313.8,1302199.0,1313.8,12.9,5.7,0.482,1527330,0.2496299763687707,F_S_WWC_WM
F_S_WWC_WM_0390,4437.5,1061.1,1291.2,1370184.0,1291.2,12.0,5.2,0.532,1527330,0.2417974423488371,F_S_WWC_WM
F_S_WWC_WM_0391,4860.0,1080.0,1297.1,1400782.0,1296.6,10.7,5.1,0.49,1527330,0.2895760202990033,F_S_WWC_WM
F_S_WWC_WM_0392,4779.6,1143.6,1218.6,1393505.0,1218.6,7.7,4.9,0.498,1527330,0.2241978316013289,F_S_WWC_WM
F_S_WWC_WM_0393,4887.2,969.4,1241.0,1203057.0,1241.0,9.5,4.1,0.515,1527330,0.2226148216644518,F_S_WWC_WM
F_S_WWC_WM_0394,4649.6,1075.0,1240.1,1333065.0,1240.1,10.4,4.6,0.517,1527330,0.2489899974784052,F_S_WWC_WM
F_S_WWC_WM_0395,4643.9,1072.1,1324.2,1419639.0,1324.1,14.0,4.9,0.469,1527330,0.2749062269734219,F_S_WWC_WM
F_S_WWC_WM_0396,4963.9,1112.6,1252.5,1393461.0,1252.5,10.7,3.8,0.49,1527330,0.2557003586810631,F_S_WWC_WM
F_S_WWC_WM_0397,5134.5,1000.6,1315.3,1316084.0,1315.3,12.2,4.6,0.473,1527330,0.2251634379800664,F_S_WWC_WM
F_S_WWC_WM_0399,4711.4,972.6,1254.9,1220484.0,1254.9,11.0,3.8,0.533,1527330,0.2451369343455149,F_S_WWC_WM
F_S_WWC_WM_0400,4767.8,1147.6,1327.1,1522973.0,1327.1,12.2,4.4,0.503,1527330,0.254270142192691,F_S_WWC_WM
F_S_WWC_WM_0401,4538.1,1117.7,1241.3,1387494.0,1241.3,11.0,4.9,0.546,1527330,0.2847172421528239,F_S_WWC_WM
F_S_WWC_WM_0402,4737.8,1062.9,1216.8,1293375.0,1216.8,8.9,7.4,0.531,1527330,0.2488679885946844,F_S_WWC_WM
F_S_WWC_WM_0403,5017.1,1059.9,1253.3,1328370.0,1253.3,10.2,3.8,0.502,1527330,0.2321816833289036,F_S_WWC_WM
F_S_WWC_WM_0404,4885.2,1083.7,1268.9,1375015.0,1268.9,10.7,4.3,0.501,1527330,0.2617096638704319,F_S_WWC_WM
F_S_WWC_WM_0405,4717.9,1180.7,1244.5,1469416.0,1244.5,11.4,5.4,0.502,1527330,0.2125141519401993,F_S_WWC_WM
F_S_WWC_WM_0406,4785.8,1072.6,1242.2,1332346.0,1242.2,9.9,5.1,0.539,1527330,0.2410477956877076,F_S_WWC_WM
F_S_WWC_WM_0407,4941.3,1150.9,1240.9,1428142.0,1240.9,8.5,4.1,0.527,1527330,0.2009275004451827,F_S_WWC_WM
F_S_WWC_WM_0408,4844.5,988.4,1236.5,1222236.0,1236.5,9.6,4.3,0.499,1527330,0.2588609601561462,F_S_WWC_WM
F_S_WWC_WM_0409,4703.4,1123.3,1280.5,1438384.0,1280.5,12.7,5.5,0.498,1527330,0.2530302538139535,F_S_WWC_WM
F_S_WWC_WM_0410,4660.9,1115.3,1349.3,1504940.0,1349.3,14.1,0.2,0.496,1527330,0.2281834932591362,F_S_WWC_WM
F_S_WWC_WM_0411,4569.6,1146.4,1264.3,1449336.0,1264.3,12.2,3.9,0.502,1527330,0.2331406272358804,F_S_WWC_WM
F_S_WWC_WM_0412,5100.4,1098.1,1348.6,1480951.0,1348.6,11.4,0.0,0.46,1527330,0.2732280291262458,F_S_WWC_WM
F_S_WWC_WM_0413,5045.6,1094.7,1219.9,1335481.0,1219.9,7.4,6.1,0.524,1527330,0.2316503732225913,F_S_WWC_WM
F_S_WWC_WM_0414,4791.2,996.7,1225.5,1221401.0,1225.5,8.4,4.8,0.51,1527330,0.257396653013289,F_S_WWC_WM
F_S_WWC_WM_0415,4741.4,1134.7,1336.3,1516292.0,1336.3,14.4,5.3,0.484,1527330,0.2330285696478405,F_S_WWC_WM
F_S_WWC_WM_0416,4722.9,1076.9,1342.7,1445985.0,1342.6,14.1,0.0,0.462,1527330,0.2507460738737541,F_S_WWC_WM
F_S_WWC_WM_0417,4757.8,1021.0,1251.9,1278161.0,1251.9,8.1,5.6,0.501,1527330,0.2510976558504983,F_S_WWC_WM
F_S_WWC_WM_0418,4800.2,970.4,1271.2,1233665.0,1271.2,10.7,5.1,0.508,1527330,0.2347296746445182,F_S_WWC_WM
F_S_WWC_WM_0419,4552.3,1012.6,1279.1,1295207.0,1279.1,12.9,4.4,0.515,1527330,0.22405227910299,F_S_WWC_WM
F_S_WWC_WM_0420,4875.0,1032.2,1239.8,1279698.0,1239.8,10.0,4.3,0.514,1527330,0.2620197190764119,F_S_WWC_WM
F_S_WWC_WM_0421,4951.5,1021.7,1218.0,1244450.0,1218.0,7.9,4.7,0.51,1527330,0.2439934930797342,F_S_WWC_WM
F_S_WWC_WM_0422,4523.0,1057.2,1285.3,1358807.0,1285.3,12.0,4.8,0.488,1527330,0.2592292100498339,F_S_WWC_WM
F_S_WWC_WM_0423,4669.8,971.8,1303.4,1266577.0,1303.4,13.4,5.5,0.493,1527330,0.2297227138671096,F_S_WWC_WM
F_S_WWC_WM_0424,4776.1,1161.3,1328.1,1542309.0,1328.1,14.2,4.5,0.496,1527330,0.2744965792059801,F_S_WWC_WM
F_S_WWC_WM_0465,4719.1,984.1,1230.4,1210853.0,1230.4,9.0,4.7,0.499,1527330,0.2782802859069768,F_S_WWC_WM
F_S_WWC_WM_0466,4788.8,1045.2,1333.9,1394134.0,1333.9,13.4,4.2,0.466,1527330,0.2379906131860465,F_S_WWC_WM
F_S_WWC_WM_0467,4737.2,964.1,1253.3,1208378.0,1253.3,11.7,4.2,0.523,1527330,0.2441131853654484,F_S_WWC_WM
F_S_WWC_WM_0468,5034.2,1014.2,1317.8,1336418.0,1317.8,12.6,4.7,0.473,1527330,0.2210024394850498,F_S_WWC_WM
F_S_WWC_WM_0469,4772.4,965.9,1243.2,1200873.0,1243.2,10.9,6.5,0.537,1527330,0.2493369484750831,F_S_WWC_WM
F_S_WWC_WM_0470,4700.5,1120.1,1223.1,1370024.0,1223.1,8.1,5.0,0.503,1527330,0.2463402089401993,F_S_WWC_WM
F_S_WWC_WM_0471,4616.5,1081.0,1298.4,1403568.0,1298.4,12.5,5.2,0.488,1527330,0.2483274593455149,F_S_WWC_WM
F_S_WWC_WM_0472,4993.4,1021.5,1308.1,1336196.0,1308.1,11.8,4.9,0.48,1527330,0.2593570623089701,F_S_WWC_WM
F_S_WWC_WM_0473,4560.2,1040.9,1294.1,1347102.0,1294.1,14.0,6.8,0.503,1527330,0.2389128982225913,F_S_WWC_WM
F_S_WWC_WM_0474,4935.1,1072.5,1330.9,1427426.0,1330.9,13.4,5.2,0.484,1527330,0.2460453145913621,F_S_WWC_WM
F_S_WWC_WM_0475,4949.9,989.5,1240.1,1227023.0,1240.1,9.7,4.3,0.518,1527330,0.2301281771196013,F_S_WWC_WM
F_S_WWC_WM_0476,4987.7,1085.9,1297.0,1408398.0,1297.0,11.8,2.7,0.493,1527330,0.2194893311262458,F_S_WWC_WM
F_S_WWC_WM_0477,5050.2,1070.0,1310.9,1402609.0,1310.9,13.3,4.9,0.497,1527330,0.2312370809202658,F_S_WWC_WM
F_S_WWC_WM_0478,5021.7,1070.4,1270.1,1359447.0,1270.1,10.7,4.5,0.489,1527330,0.2281252844451827,F_S_WWC_WM
F_S_WWC_WM_0479,4797.6,949.1,1223.6,1161370.0,1223.6,10.0,4.5,0.514,1527330,0.2834299479568106,F_S_WWC_WM
F_S_WWC_WM_0480,4974.3,976.2,1346.6,1314620.0,1345.9,11.5,0.0,0.469,1527330,0.2746713096976744,F_S_WWC_WM
F_S_WWC_WM_0481,4833.7,1049.1,1256.1,1317812.0,1256.1,10.1,5.0,0.509,1527330,0.2443737049933555,F_S_WWC_WM
F_S_WWC_WM_0482,4845.9,1122.7,1360.1,1526953.0,1359.4,15.2,0.0,0.462,1527330,0.222848511923588,F_S_WWC_WM
F_S_WWC_WM_0483,4927.4,1069.5,1283.1,1372248.0,1283.1,11.6,5.8,0.51,1527330,0.235363554116279,F_S_WWC_WM
F_S_WWC_WM_0484,4772.3,1085.8,1308.4,1420666.0,1308.1,12.0,4.9,0.501,1527330,0.258866131461794,F_S_WWC_WM
F_S_WWC_WM_0485,4726.6,976.4,1252.7,1223167.0,1252.7,11.1,4.3,0.512,1527330,0.2457786935913621,F_S_WWC_WM
F_S_WWC_WM_0486,4740.4,1013.3,1284.3,1301297.0,1284.3,11.9,5.2,0.5,1527330,0.2557286048139535,F_S_WWC_WM
F_S_WWC_WM_0488,4655.5,986.8,1328.2,1310748.0,1328.2,12.6,4.6,0.506,1527330,0.2436506969401993,F_S_WWC_WM
F_S_WWC_WM_0489,4921.9,1147.3,1259.5,1445013.0,1259.5,11.0,2.7,0.519,1527330,0.23589074310299,F_S_WWC_WM
F_S_WWC_WM_0490,4779.6,1123.7,1237.2,1390249.0,1237.2,9.7,4.3,0.53,1527330,0.2611920997840531,F_S_WWC_WM
F_S_WWC_WM_0491,4656.3,1024.6,1238.2,1268707.0,1238.2,9.9,4.7,0.507,1527330,0.2606056399435216,F_S_WWC_WM
F_S_WWC_WM_0492,4735.7,987.0,1330.5,1313134.0,1330.5,12.4,4.5,0.472,1527330,0.2341237034418604,F_S_WWC_WM
F_S_WWC_WM_0493,4956.1,1009.2,1309.2,1321159.0,1309.0,12.3,5.2,0.478,1527330,0.2697799420365448,F_S_WWC_WM
F_S_WWC_WM_0494,4884.0,1010.9,1281.7,1295619.0,1281.7,11.5,4.8,0.497,1527330,0.2519798358704319,F_S_WWC_WM
F_S_WWC_WM_0495,4896.9,1109.8,1249.6,1386780.0,1249.6,10.6,4.1,0.521,1527330,0.2443368627940199,F_S_WWC_WM
F_S_WWC_WM_0496,4689.3,1121.1,1229.0,1377743.0,1229.0,9.6,6.7,0.549,1527330,0.227064781461794,F_S_WWC_WM
F_S_WWC_WM_0497,4801.9,1070.9,1324.3,1418215.0,1324.3,12.4,5.4,0.501,1527330,0.2167276056345515,F_S_WWC_WM
F_S_WWC_WM_0498,4868.4,954.5,1287.2,1228691.0,1287.2,10.7,5.3,0.47,1527330,0.2406328490299003,F_S_WWC_WM
F_S_WWC_WM_0499,4939.3,985.5,1325.7,1306514.0,1325.7,13.2,4.3,0.478,1527330,0.2340873480531561,F_S_WWC_WM
F_S_WWC_WM_0500,5037.3,1098.5,1247.0,1369734.0,1247.0,9.7,4.2,0.493,1527330,0.2478160123687707,F_S_WWC_WM
F_S_WWC_WM_0501,4890.4,1089.1,1296.2,1411626.0,1296.2,12.8,5.1,0.492,1527330,0.2261557020830564,F_S_WWC_WM
F_S_WWC_WM_0502,4925.7,994.3,1306.8,1299303.0,1306.8,7.2,5.7,0.465,1527330,0.2687636819966777,F_S_WWC_WM
F_S_WWC_WM_0503,4607.5,1003.1,1229.7,1233571.0,1229.7,9.1,4.6,0.518,1527330,0.2586269019136212,F_S_WWC_WM
F_S_WWC_WM_0504,4604.7,1039.6,1344.2,1397433.0,1344.2,15.3,4.3,0.492,1527330,0.2546159978837209,F_S_WWC_WM
F_S_WWC_WM_0505,4955.1,1072.0,1245.3,1334983.0,1245.2,10.2,4.2,0.503,1527330,0.2519195361561461,F_S_WWC_WM
F_S_WWC_WM_0506,4672.6,939.3,1250.1,1174148.0,1250.1,11.2,4.5,0.491,1527330,0.261570014717608,F_S_WWC_WM
F_S_WWC_WM_0507,4671.7,1154.7,1274.9,1472116.0,1274.7,11.7,5.3,0.5,1527330,0.2321115322956811,F_S_WWC_WM
F_S_WWC_WM_0508,5016.9,961.8,1305.0,1255225.0,1305.0,11.7,4.7,0.476,1527330,0.206400395461794,F_S_WWC_WM
F_S_WWC_WM_0509,4902.4,1095.9,1324.4,1451374.0,1323.6,12.9,4.4,0.492,1527330,0.248905958627907,F_S_WWC_WM
F_S_WWC_WM_0510,4769.3,1150.9,1277.8,1470626.0,1277.8,11.4,4.7,0.499,1527330,0.2478438094485049,F_S_WWC_WM
F_S_WWC_WM_0511,4828.8,1081.9,1322.0,1430372.0,1322.0,14.8,0.0,0.467,1527330,0.2442392350431893,F_S_WWC_WM
F_S_WWC_WM_0512,4762.7,940.2,1318.9,1240015.0,1318.9,13.5,4.9,0.471,1527330,0.2518951099401993,F_S_WWC_WM
F_S_WWC_WM_0513,4788.4,1098.1,1261.2,1384948.0,1261.2,12.0,3.9,0.513,1527330,0.2669537026378737,F_S_WWC_WM
F_S_WWC_WM_0514,4950.9,1016.4,1240.3,1260635.0,1240.3,9.4,4.0,0.516,1527330,0.217484946820598,F_S_WWC_WM
F_S_WWC_WM_0515,4916.1,1115.4,1244.1,1387633.0,1244.1,10.4,4.0,0.511,1527330,0.235495892667774,F_S_WWC_WM
F_S_WWC_WM_0516,4540.3,1138.0,1311.7,1492674.0,1311.6,15.1,5.1,0.508,1527330,0.2411244074518272,F_S_WWC_WM
F_S_WWC_WM_0517,4591.0,1083.1,1285.9,1392691.0,1285.9,7.3,5.2,0.497,1527330,0.2763595513986711,F_S_WWC_WM
F_S_WWC_WM_0519,4684.9,1136.0,1283.5,1458105.0,1283.5,11.0,4.9,0.484,1527330,0.2387939746910299,F_S_WWC_WM
F_S_WWC_WM_0520,4646.4,978.7,1332.9,1304506.0,1332.9,14.1,4.9,0.491,1527330,0.2667347986843854,F_S_WWC_WM
F_S_WWC_WM_0521,5151.6,1117.0,1217.3,1359710.0,1217.3,7.0,4.5,0.503,1527330,0.232036134923588,F_S_WWC_WM
F_S_WWC_WM_0522,4738.6,1033.1,1314.4,1357936.0,1314.4,11.9,4.8,0.479,1527330,0.2558283630730896,F_S_WWC_WM
F_S_WWC_WM_0523,4517.2,1070.1,1307.4,1399092.0,1307.4,13.7,5.6,0.505,1527330,0.2597406902524917,F_S_WWC_WM
F_S_WWC_WM_0524,4797.0,951.0,1231.8,1171391.0,1231.7,10.9,4.5,0.524,1527330,0.2718289305149501,F_S_WWC_WM
F_S_WWC_WM_0525,4782.7,1048.0,1220.1,1278629.0,1220.1,8.2,4.9,0.502,1527330,0.2416612400697674,F_S_WWC_WM
F_S_WWC_WM_0526,4527.7,1036.4,1230.5,1275304.0,1230.5,8.5,7.7,0.527,1527330,0.2119404397840531,F_S_WWC_WM
F_S_WWC_WM_0527,5079.0,1029.0,1236.7,1272543.0,1236.7,8.0,4.2,0.519,1527330,0.2579029131495017,F_S_WWC_WM
F_S_WWC_WM_0528,4759.7,1003.5,1239.8,1244105.0,1239.8,9.1,4.4,0.552,1527330,0.245854381295681,F_S_WWC_WM
F_S_WWC_WM_0529,4688.6,1054.1,1310.9,1381756.0,1310.9,13.3,4.9,0.494,1527330,0.248919548654485,F_S_WWC_WM
F_S_WWC_WM_0530,4870.5,1082.8,1345.9,1457352.0,1345.7,11.5,0.0,0.479,1527330,0.2224111552225913,F_S_WWC_WM
F_S_WWC_WM_0531,4782.0,965.0,1268.0,1223662.0,1268.0,11.6,4.0,0.486,1527330,0.2795033309700996,F_S_WWC_WM
F_S_WWC_WM_0532,4953.5,1011.6,1238.5,1252884.0,1238.5,9.2,4.1,0.504,1527330,0.2471565870332226,F_S_WWC_WM
F_S_WWC_WM_0533,4672.9,1045.1,1274.2,1331708.0,1274.2,8.7,3.4,0.498,1527330,0.2362791865149502,F_S_WWC_WM
F_S_WWC_WM_0534,4768.5,1009.6,1312.6,1325223.0,1311.6,13.3,4.6,0.497,1527330,0.2884566146179402,F_S_WWC_WM
F_S_WWC_WM_0535,4447.8,984.8,1229.3,1210620.0,1229.3,10.2,5.2,0.552,1527330,0.213229701026578,F_S_WWC_WM
F_S_WWC_WM_0536,4924.2,977.0,1309.9,1279757.0,1309.9,12.1,5.5,0.505,1527330,0.2377106204817275,F_S_WWC_WM
F_S_WWC_WM_0537,4902.5,1025.9,1337.1,1371641.0,1337.1,13.5,4.5,0.469,1527330,0.2658839335681063,F_S_WWC_WM
F_S_WWC_WM_0538,4757.8,977.2,1283.3,1253995.0,1283.3,11.1,4.9,0.51,1527330,0.2391615459966777,F_S_WWC_WM
F_S_WWC_WM_0539,4918.7,973.4,1283.9,1249824.0,1283.9,6.1,5.1,0.459,1527330,0.2550950107674419,F_S_WWC_WM
F_S_WWC_WM_0540,4832.1,1119.5,1300.9,1456358.0,1300.9,13.5,5.5,0.5,1527330,0.2300769187840531,F_S_WWC_WM
F_S_WWC_WM_0541,4837.6,950.8,1328.6,1263238.0,1328.6,12.8,0.8,0.512,1527330,0.2417641707607973,F_S_WWC_WM
F_S_WWC_WM_0542,4833.2,1099.7,1232.9,1355846.0,1232.9,10.6,4.3,0.519,1527330,0.2263650836644518,F_S_WWC_WM
F_S_WWC_WM_0543,4895.8,1118.8,1267.2,1417754.0,1267.2,11.3,4.5,0.498,1527330,0.2229158520930232,F_S_WWC_WM
F_S_WWC_WM_0544,4643.4,1124.8,1266.1,1424011.0,1266.1,11.0,3.9,0.523,1527330,0.2353419748372093,F_S_WWC_WM
F_S_WWC_WM_0545,4538.0,1122.6,1258.0,1412128.0,1258.0,11.0,4.7,0.541,1527330,0.2421729976843853,F_S_WWC_WM
F_S_WWC_WM_0546,4893.9,988.8,1218.8,1205125.0,1218.8,8.0,4.9,0.507,1527330,0.2450736811461794,F_S_WWC_WM
F_S_WWC_WM_0547,4972.5,1075.5,1353.0,1455160.0,1352.4,13.0,0.0,0.46,1527330,0.2182150590730897,F_S_WWC_WM
F_S_WWC_WM_0548,4799.8,1061.1,1354.2,1436915.0,1354.2,14.9,0.7,0.48,1527330,0.2433920103521595,F_S_WWC_WM
F_S_WWC_WM_0549,4738.2,989.2,1243.8,1230333.0,1243.8,8.3,4.1,0.52,1527330,0.2715142780431893,F_S_WWC_WM
F_S_WWC_WM_0550,4503.7,1119.4,1265.4,1416545.0,1265.4,11.9,4.2,0.515,1527330,0.2887102839700997,F_S_WWC_WM
F_S_WWC_WM_0551,4966.6,1163.0,1271.6,1478850.0,1271.6,12.1,4.2,0.508,1527330,0.2601703980166113,F_S_WWC_WM
F_S_WWC_WM_0552,4895.9,1076.0,1242.2,1336549.0,1242.2,9.2,4.2,0.494,1527330,0.2810839162657808,F_S_WWC_WM
F_S_WWC_WM_0553,4738.8,930.6,1215.6,1131221.0,1215.6,8.6,5.0,0.537,1527330,0.232416690385382,F_S_WWC_WM
F_S_WWC_WM_0554,4729.0,1099.6,1231.4,1354122.0,1231.4,9.3,7.0,0.532,1527330,0.2328644693588039,F_S_WWC_WM
F_S_WWC_WM_0555,4792.1,1080.1,1311.8,1416767.0,1311.8,12.6,5.6,0.475,1527330,0.2307113018106312,F_S_WWC_WM
F_S_WWC_WM_0556,4759.6,1150.8,1343.2,1545772.0,1343.2,12.9,0.0,0.465,1527330,0.2296786182126245,F_S_WWC_WM
F_S_WWC_WM_0557,4505.2,1059.5,1252.1,1326581.0,1252.1,11.6,4.6,0.518,1527330,0.2653107388737541,F_S_WWC_WM
F_S_WWC_WM_0558,4702.9,1015.1,1281.4,1300719.0,1281.4,13.2,4.8,0.5,1527330,0.2603464323255814,F_S_WWC_WM
F_S_WWC_WM_0559,4742.9,1101.5,1257.2,1384834.0,1257.2,11.9,5.8,0.502,1527330,0.2230262575083056,F_S_WWC_WM
F_S_WWC_WM_0560,4852.8,1035.1,1323.8,1370308.0,1323.8,13.7,4.9,0.483,1527330,0.2103616737641196,F_S_WWC_WM
F_S_WWC_WM_0561,4625.0,1138.7,1283.6,1461643.0,1283.6,12.3,4.7,0.491,1527330,0.2778124837009966,F_S_WWC_WM
F_S_WWC_WM_0562,4901.5,1164.6,1325.1,1543164.0,1325.1,14.1,4.3,0.47,1527330,0.2252597403521594,F_S_WWC_WM
F_S_WWC_WM_0563,4754.2,1132.1,1228.1,1390343.0,1228.1,9.1,4.6,0.509,1527330,0.2410259397641196,F_S_WWC_WM
F_S_WWC_WM_0564,4911.7,1067.5,1353.0,1444317.0,1352.4,13.6,0.0,0.45,1527330,0.2491903460465116,F_S_WWC_WM
F_S_WWC_WM_0565,4739.4,938.2,1272.4,1193782.0,1272.4,13.0,5.4,0.498,1527330,0.2507010198737542,F_S_WWC_WM
F_S_WWC_WM_0566,4727.6,1009.1,1218.3,1229392.0,1218.3,8.1,5.1,0.518,1527330,0.2609324374219269,F_S_WWC_WM
F_S_WWC_WM_0567,4952.9,1007.5,1303.6,1313387.0,1303.6,11.9,4.6,0.458,1527330,0.227198907076412,F_S_WWC_WM
F_S_WWC_WM_0568,4965.8,1049.6,1272.4,1335583.0,1272.4,12.0,4.5,0.505,1527330,0.23322267320598,F_S_WWC_WM
F_S_WWC_WM_0569,4648.9,976.9,1293.6,1263712.0,1293.6,12.2,5.4,0.508,1527330,0.2492760259468438,F_S_WWC_WM
F_S_WWC_WM_0570,5083.7,1070.6,1227.4,1314063.0,1227.4,8.0,6.3,0.517,1527330,0.2315167007043189,F_S_WWC_WM
F_S_WWC_WM_0571,4610.4,1118.0,1327.2,1483864.0,1327.2,14.1,5.0,0.476,1527330,0.2700028816611295,F_S_WWC_WM
F_S_WWC_WM_0572,4798.9,1077.0,1288.1,1387267.0,1288.1,12.1,5.1,0.496,1527330,0.2686541874518272,F_S_WWC_WM
F_S_WWC_WM_0573,4611.9,958.6,1257.0,1204989.0,1257.0,11.8,3.9,0.531,1527330,0.2400655746245847,F_S_WWC_WM
F_S_WWC_WM_0574,5080.3,1093.5,1255.2,1372564.0,1255.2,12.3,3.8,0.503,1527330,0.2124056292591362,F_S_WWC_WM
F_S_WWC_WM_0575,4942.8,1031.2,1309.7,1350510.0,1309.7,12.3,4.9,0.489,1527330,0.2398526529568106,F_S_WWC_WM
